KEYID,SECTOR,NSTR,TARA,GR1,GR2,GR3,GR4,GR5,GR6,GR7,GR8,XFILES,ANUL
37728765,F9400,070,,8472244,,267307398,,265383760,265383760,265383760,265383760,,2018
37728765,F9400,030,,5957953,,60608699,,55102479,55102479,55102479,55102479,,2018
37728765,F9400,030,804,784,,7108280,,6391404,6391404,6391404,6391404,,2018
37728765,F9400,030,792,165460,,1113416,,998389,998389,998389,998389,,2018
37728765,F9400,030,642,120527,,525638,,617709,617709,617709,617709,,2018
37728765,F9400,030,616,,,2215420,,2109160,2109160,2109160,2109160,,2018
37728765,F9400,030,380,596498,,763181,,1338588,1338588,1338588,1338588,,2018
37728765,F9400,030,276,46941,,304243,,311566,311566,311566,311566,,2018
37728765,F9400,030,156,5027743,,47979431,,43335663,43335663,43335663,43335663,,2018
37728765,F9400,030,112,,,599090,,,,,,,2018
37728765,F9400,010,,5957953,,60608699,,55102479,55102479,55102479,55102479,,2018
3942458,F9400,080,,2705664,,30946076,,27605668,27605668,27605668,27605668,,2018
3942458,F9400,080,804,154175,,4663001,,4395894,4395894,4395894,4395894,,2018
3942458,F9400,080,792,342,,2721954,,2729466,2729466,2729466,2729466,,2018
3942458,F9400,080,756,,,210751,,210420,210420,210420,210420,,2018
3942458,F9400,080,643,2125325,,18328216,,16612422,16612422,16612422,16612422,,2018
3942458,F9400,080,144,,,22362,,22362,22362,22362,22362,,2018
3942458,F9400,080,112,425822,,4999792,,3635104,3635104,3635104,3635104,,2018
3942458,F9400,070,,2705664,0,30946076,0,27605668,27605668,27605668,27605668,,2018
3942458,F9400,030,,53781,,254,,33013,33013,33013,33013,,2018
3942458,F9400,030,804,3574,,,,,,,,,2018
3942458,F9400,030,792,,,254,,,,,,,2018
3942458,F9400,030,756,50207,,,,33013,33013,33013,33013,,2018
3942458,F9400,020,,242190,0,414523,0,242503,242503,242503,242503,,2018
3942458,F9400,020,643,,,414523,,,,,,,2018
3942458,F9400,020,642,242190,,,,242503,242503,242503,242503,,2018
3942458,F9400,010,,295971,0,414777,0,275516,275516,275516,275516,,2018
41178520,F9400,100,,2993873,,0,,2936665,2936665,2936665,2936665,,2018
41178520,F9400,100,440,2993873,,,,2936665,2936665,2936665,2936665,,2018
41178520,F9400,090,,0,,,,,,,,,2018
41178520,F9400,080,,2034967,,0,,1981519,1981519,1981519,1981519,,2018
41178520,F9400,080,440,2034967,,,,1981519,1981519,1981519,1981519,,2018
41178520,F9400,070,,5028840,,0,,4918184,4918184,4918184,4918184,,2018
41178520,F9400,010,,0,,0,,0,0,0,0,,2018
41178187,F9400,080,,3331,,231335,,232432,232432,232432,232432,,2018
41178187,F9400,080,380,3331,,231335,,232432,232432,232432,232432,,2018
41178187,F9400,070,,3331,,231335,,232432,232432,232432,232432,,2018
41178187,F9400,010,,0,,0,,0,0,0,0,,2018
41175941,F9400,080,,7224895,0,9066620,0,14097737,14097737,14097737,14097737,,2018
41175941,F9400,080,792,7224895,,3176323,,8207440,8207440,8207440,8207440,,2018
41175941,F9400,080,156,,,5890297,,5890297,5890297,5890297,5890297,,2018
41175941,F9400,070,,7224895,0,9066620,0,14097737,14097737,14097737,14097737,,2018
41175941,F9400,030,,1306275,,6226877,,6010530,6010530,6010530,6010530,,2018
41175941,F9400,030,792,,,239302,,120233,120233,120233,120233,,2018
41175941,F9400,030,156,1306275,,5987575,,5890297,5890297,5890297,5890297,,2018
41175941,F9400,010,,1306275,0,6226877,0,6010530,6010530,6010530,6010530,,2018
40943125,F9400,080,,229498,,5208235,,5227886,5227886,5227886,5227886,,2018
40943125,F9400,080,792,228023,,5170330,,5188506,5188506,5188506,5188506,,2018
40943125,F9400,080,372,1475,,37905,,39380,39380,39380,39380,,2018
40943125,F9400,070,,502237,,12100243,,12146868,12146868,12146868,12146868,,2018
40943125,F9400,060,,45819,,1160936,,1005879,1005879,1005879,1005879,,2018
40943125,F9400,060,792,,,150862,,5204,5204,5204,5204,,2018
40943125,F9400,060,643,41,,,,41,41,41,41,,2018
40943125,F9400,060,268,33364,,726801,,732362,732362,732362,732362,,2018
40943125,F9400,060,208,12414,,283273,,268272,268272,268272,268272,,2018
40943125,F9400,030,,51167,,901153,,862157,862157,862157,862157,,2018
40943125,F9400,030,840,18223,,626737,,625737,625737,625737,625737,,2018
40943125,F9400,030,826,1475,,3459,,2611,2611,2611,2611,,2018
40943125,F9400,030,643,31469,,270957,,233809,233809,233809,233809,,2018
40943125,F9400,020,,1632996,,1405282,,1654688,1654688,1654688,1654688,,2018
40943125,F9400,020,792,1632844,,1402090,,1653490,1653490,1653490,1653490,,2018
40943125,F9400,020,643,79,,1770,,1198,1198,1198,1198,,2018
40943125,F9400,020,208,73,,1422,,,,,,,2018
40943125,F9400,010,,1729982,,3467371,,3522724,3522724,3522724,3522724,,2018
40941534,F9400,110,,2131031,0,57370189,0,59422680,59422680,59422680,59422680,,2018
40941534,F9400,110,840,157740,,2175814,,2286282,2286282,2286282,2286282,,2018
40941534,F9400,110,292,1973291,,55194375,,57136398,57136398,57136398,57136398,,2018
40941534,F9400,080,,515278,51557,77142129,,74218308,74218308,74218308,74218308,,2018
40941534,F9400,080,643,,51557,,,,,,,,2018
40941534,F9400,080,428,515278,,31726838,,30698609,30698609,30698609,30698609,,2018
40941534,F9400,080,196,,,45392738,,43506141,43506141,43506141,43506141,,2018
40941534,F9400,080,156,,,22553,,13558,13558,13558,13558,,2018
40941534,F9400,070,,2646309,51557,134512318,0,133640988,133640988,133640988,133640988,,2018
40941534,F9400,030,,,,3418505,,,,,,,2018
40941534,F9400,030,826,,,767807,,,,,,,2018
40941534,F9400,030,804,,,866564,,,,,,,2018
40941534,F9400,030,643,,,62960,,,,,,,2018
40941534,F9400,030,428,,,1721174,,,,,,,2018
40941534,F9400,020,,2440041,,59525,,2425336,2425336,2425336,2425336,,2018
40941534,F9400,020,643,52162,,59525,,96958,96958,96958,96958,,2018
40941534,F9400,020,428,2387879,,,,2328378,2328378,2328378,2328378,,2018
40941534,F9400,010,,2440041,0,3478030,0,2425336,2425336,2425336,2425336,,2018
40769443,F9400,080,,135489,,1668234,,1501007,1501007,1501007,1501007,,2018
40769443,F9400,080,840,,,53757,,54161,54161,54161,54161,,2018
40769443,F9400,080,826,1213,,,,,,,,,2018
40769443,F9400,080,643,,,89271,,89271,89271,89271,89271,,2018
40769443,F9400,080,642,,,175105,,175105,175105,175105,175105,,2018
40769443,F9400,080,620,134276,,688310,,524345,524345,524345,524345,,2018
40769443,F9400,080,616,,,5025,,2502,2502,2502,2502,,2018
40769443,F9400,080,440,,,350798,,349882,349882,349882,349882,,2018
40769443,F9400,080,392,,,8805,,8578,8578,8578,8578,,2018
40769443,F9400,080,380,,,218216,,218216,218216,218216,218216,,2018
40769443,F9400,080,203,,,6218,,6218,6218,6218,6218,,2018
40769443,F9400,080,156,,,72729,,72729,72729,72729,72729,,2018
40769443,F9400,070,,135489,0,1668234,0,1501007,1501007,1501007,1501007,,2018
40769443,F9400,020,,8361559,0,33649938,0,32612615,32612615,32612615,32612615,,2018
40769443,F9400,020,840,,,1301789,,790475,790475,790475,790475,,2018
40769443,F9400,020,826,1564615,,2189307,,2645769,2645769,2645769,2645769,,2018
40769443,F9400,020,756,,,16223,,16223,16223,16223,16223,,2018
40769443,F9400,020,703,335441,,1024162,,,,,,,2018
40769443,F9400,020,642,123748,,510380,,332646,332646,332646,332646,,2018
40769443,F9400,020,616,716637,,1594035,,2307329,2307329,2307329,2307329,,2018
40769443,F9400,020,566,259923,,,,252917,252917,252917,252917,,2018
40769443,F9400,020,528,235812,,8205126,,7397896,7397896,7397896,7397896,,2018
40769443,F9400,020,417,,,1820279,,1817844,1817844,1817844,1817844,,2018
40769443,F9400,020,408,,,395253,,395253,395253,395253,395253,,2018
40769443,F9400,020,398,3062354,,3886248,,3992848,3992848,3992848,3992848,,2018
40769443,F9400,020,392,,,4028836,,4011526,4011526,4011526,4011526,,2018
40769443,F9400,020,376,,,929236,,929236,929236,929236,929236,,2018
40769443,F9400,020,372,,,72974,,72695,72695,72695,72695,,2018
40769443,F9400,020,276,805611,,1076086,,1847236,1847236,1847236,1847236,,2018
40769443,F9400,020,250,,,89477,,90148,90148,90148,90148,,2018
40769443,F9400,020,233,599782,,1547564,,1720123,1720123,1720123,1720123,,2018
40769443,F9400,020,203,602500,,,,,,,,,2018
40769443,F9400,020,156,,,3278277,,2679771,2679771,2679771,2679771,,2018
40769443,F9400,020,124,,,1104632,,679064,679064,679064,679064,,2018
40769443,F9400,020,056,55136,,580054,,633616,633616,633616,633616,,2018
40769443,F9400,010,,8361559,0,33649938,0,32612615,32612615,32612615,32612615,,2018
40768403,F9400,110,,,,77268,,57391,57391,57391,57391,,2018
40768403,F9400,110,643,,,77268,,57391,57391,57391,57391,,2018
40768403,F9400,070,,,,77268,,57391,57391,57391,57391,,2018
40768403,F9400,010,,,,0,,0,0,0,0,,2018
40611434,F9400,080,276,,,980498,,978511,978511,978511,978511,,2018
40611434,F9400,070,,74591,0,4309854,0,4323191,4323191,4323191,4323191,,2018
40611434,F9400,020,,262671,,2194273,,2137252,2137252,2137252,2137252,,2018
40611434,F9400,020,784,65386,,365359,,397317,397317,397317,397317,,2018
40611434,F9400,020,642,37578,,54864,,91079,91079,91079,91079,,2018
40611434,F9400,020,616,89497,,1140075,,970828,970828,970828,970828,,2018
40611434,F9400,020,276,,,228176,,216523,216523,216523,216523,,2018
40611434,F9400,020,203,,,91182,,90430,90430,90430,90430,,2018
40611434,F9400,020,100,34697,,,,34697,34697,34697,34697,,2018
40611434,F9400,020,040,35513,,314617,,336378,336378,336378,336378,,2018
40611434,F9400,010,,262671,0,2194273,0,2137252,2137252,2137252,2137252,,2018
40358473,F9400,080,,25636,,138216,,174034,174034,174034,174034,,2018
40358473,F9400,080,380,25636,,138216,,174034,174034,174034,174034,,2018
40358473,F9400,070,,25636,,138216,,174034,174034,174034,174034,,2018
40358473,F9400,010,,0,,0,,0,0,0,0,,2018
40150117,F9400,080,276,,,901575,,422324,422324,422324,422324,,2018
40150117,F9400,070,,,,901575,,422324,422324,422324,422324,,2018
40150117,F9400,010,,,,0,,0,0,0,0,,2018
40146452,F9400,070,,,0,0,0,0,0,0,0,,2018
40146452,F9400,030,,,30121,46641,0,75925,75925,75925,75925,,2018
40146452,F9400,030,642,,404,46641,,46208,46208,46208,46208,,2018
40146452,F9400,030,380,,29717,,,29717,29717,29717,29717,,2018
40146452,F9400,020,,,107742,,0,43514,43514,43514,43514,,2018
40146452,F9400,020,643,,107742,,,43514,43514,43514,43514,,2018
40146452,F9400,010,,,137863,46641,0,119439,119439,119439,119439,,2018
40146305,F9400,070,,0,,0,,0,0,0,0,,2018
40146305,F9400,030,,62296,,1641959,,1585144,1585144,1585144,1585144,,2018
40146305,F9400,030,156,62296,,1641959,,1585144,1585144,1585144,1585144,,2018
40146305,F9400,010,,62296,,1641959,,1585144,1585144,1585144,1585144,,2018
40143519,F9400,080,,0,,20527826,,20477455,20477455,20477455,20477455,,2018
40143519,F9400,080,112,0,,20527826,,20477455,20477455,20477455,20477455,,2018
40143519,F9400,070,,0,,20527826,,20477455,20477455,20477455,20477455,,2018
40143519,F9400,060,,0,,7759,,,,,,,2018
40143519,F9400,060,642,0,,7759,,,,,,,2018
40143519,F9400,030,,39874,,5197274,,5133080,5133080,5133080,5133080,,2018
40143519,F9400,030,112,39874,,5197274,,5133080,5133080,5133080,5133080,,2018
40143519,F9400,010,,39874,,5205033,,5133080,5133080,5133080,5133080,,2018
40142193,F9400,080,,0,0,0,0,0,0,0,0,,2018
40142193,F9400,070,,0,0,0,0,0,0,0,0,,2018
40142193,F9400,030,,788493,,0,,326716,326716,326716,326716,,2018
40142193,F9400,030,380,788493,,,,326716,326716,326716,326716,,2018
40142193,F9400,010,,788493,0,0,0,326716,326716,326716,326716,,2018
40016301,F9400,020,705,,,7134,,7132,7132,7132,7132,,2018
40016301,F9400,020,703,9693,,93714,,100414,100414,100414,100414,,2018
40016301,F9400,020,690,,,15617,,,,,,,2018
40016301,F9400,020,688,,,220042,,219253,219253,219253,219253,,2018
40016301,F9400,020,643,1232326,,11784840,,12727477,12727477,12727477,12727477,,2018
40016301,F9400,020,642,450265,,7066689,,6788898,6788898,6788898,6788898,,2018
40016301,F9400,020,616,155964,,2353057,,2070761,2070761,2070761,2070761,,2018
40016301,F9400,020,591,,,4676536,,4651976,4651976,4651976,4651976,,2018
40016301,F9400,020,512,,,8889,,8941,8941,8941,8941,,2018
40016301,F9400,020,470,,,244416,,220332,220332,220332,220332,,2018
40016301,F9400,020,442,4174,,154396,,153963,153963,153963,153963,,2018
40016301,F9400,020,440,,,58268,,58364,58364,58364,58364,,2018
40016301,F9400,020,428,714,,53110,,53088,53088,53088,53088,,2018
40016301,F9400,020,376,,,12918,,12895,12895,12895,12895,,2018
40016301,F9400,020,372,,,48702,,48686,48686,48686,48686,,2018
40016301,F9400,020,352,,,76198,,75580,75580,75580,75580,,2018
40016301,F9400,020,348,,,15717098,,15678544,15678544,15678544,15678544,,2018
40016301,F9400,020,300,,,16012,,10096,10096,10096,10096,,2018
40016301,F9400,020,276,503251,,4007186,,3614288,3614288,3614288,3614288,,2018
40016301,F9400,020,250,,,58320,,57891,57891,57891,57891,,2018
40016301,F9400,020,203,50637,,348959,,400137,400137,400137,400137,,2018
40016301,F9400,020,196,7397,,578579,,526103,526103,526103,526103,,2018
40016301,F9400,020,124,,,129154,,130384,130384,130384,130384,,2018
40016301,F9400,020,112,,,312579,,132965,132965,132965,132965,,2018
40016301,F9400,020,100,29479,,14742,,44324,44324,44324,44324,,2018
40016301,F9400,020,084,,,1727,,1729,1729,1729,1729,,2018
40016301,F9400,020,040,160810,,3147805,,3087854,3087854,3087854,3087854,,2018
40016301,F9400,010,,4336617,1112974,69216832,,67960621,67960621,67960621,67960621,,2018
40015922,F9400,080,,7947,1837,1230292,,1104969,1104969,1104969,1104969,,2018
40015922,F9400,080,826,804,,,,329,329,329,329,,2018
40015922,F9400,080,724,,1837,,,,,,,,2018
40015922,F9400,080,642,,,319644,,230071,230071,230071,230071,,2018
40015922,F9400,080,620,,,6997,,6995,6995,6995,6995,,2018
40015922,F9400,080,380,,,114881,,114803,114803,114803,114803,,2018
40015922,F9400,080,348,,,17133,,14268,14268,14268,14268,,2018
40015922,F9400,080,276,,,3113,,3155,3155,3155,3155,,2018
40015922,F9400,080,208,7143,,742698,,735348,735348,735348,735348,,2018
40015922,F9400,080,056,,,25826,,,,,,,2018
40015922,F9400,070,,7947,1837,1230292,,1104969,1104969,1104969,1104969,,2018
40015922,F9400,020,,204107,,6607047,,6585732,6585732,6585732,6585732,,2018
40015922,F9400,020,840,,,3928,,3957,3957,3957,3957,,2018
40015922,F9400,020,724,,,5412,,5385,5385,5385,5385,,2018
40015922,F9400,020,642,177207,,681825,,718571,718571,718571,718571,,2018
40015922,F9400,020,428,,,2597606,,2586769,2586769,2586769,2586769,,2018
40015922,F9400,020,276,,,21701,,21725,21725,21725,21725,,2018
40015922,F9400,020,208,26900,,3254064,,3209763,3209763,3209763,3209763,,2018
40015922,F9400,020,112,0,,9933,,6675,6675,6675,6675,,2018
40015922,F9400,020,056,,,32578,,32887,32887,32887,32887,,2018
40015922,F9400,010,,204107,0,6607047,,6585732,6585732,6585732,6585732,,2018
38646087,F9400,080,,,,53861,,,,,,,2018
38646087,F9400,080,642,,,53861,,,,,,,2018
38646087,F9400,070,,,,53861,,,,,,,2018
38646087,F9400,010,,,,0,,,,,,,2018
2936958,F9400,070,,0,0,,0,0,0,0,0,,2018
2936958,F9400,040,,0,0,,0,0,0,0,0,,2018
2936958,F9400,010,,0,0,,0,0,0,0,0,,2018
41174290,F9400,080,,1867533,,3180374,,1961511,1961511,1961511,1961511,,2018
41174290,F9400,080,826,0,,3177440,,,,,,,2018
41174290,F9400,080,156,,,2934,,,,,,,2018
41174290,F9400,080,092,1867533,,,,1961511,1961511,1961511,1961511,,2018
41174290,F9400,070,,1867533,,3180374,,1961511,1961511,1961511,1961511,,2018
41174290,F9400,030,,,,1299377,,,,,,,2018
41174290,F9400,030,344,,,517926,,,,,,,2018
41174290,F9400,030,156,,,781451,,,,,,,2018
41174290,F9400,010,,0,,1299377,,0,0,0,0,,2018
41164191,F9400,080,,,,879759,,692325,692325,692325,692325,,2018
41164191,F9400,080,380,,,734699,,548853,548853,548853,548853,,2018
41164191,F9400,080,276,,,145060,,143472,143472,143472,143472,,2018
41164191,F9400,070,,,,879759,,692325,692325,692325,692325,,2018
41164191,F9400,020,,,,220009,,,,,,,2018
41164191,F9400,020,376,,,220009,,,,,,,2018
41164191,F9400,010,,,,220009,,0,0,0,0,,2018
40932653,F9400,090,,1042848,1456805,14931704,,,,,,,2018
40932653,F9400,090,100,1042848,,14931704,,,,,,,2018
40932653,F9400,090,084,,1456805,,,,,,,,2018
40932653,F9400,070,,1042848,1456805,14931704,,,,,,,2018
40932653,F9400,010,,0,0,0,,,,,,,2018
40932475,F9400,080,,,9470,,,,,,,,2018
40932475,F9400,080,084,,9470,,,,,,,,2018
40932475,F9400,070,,0,9470,0,0,0,0,0,0,,2018
40932475,F9400,020,,834490,0,8243222,0,7960820,7960820,7960820,7960820,,2018
40932475,F9400,020,100,,,3226823,,2132633,2132633,2132633,2132633,,2018
40932475,F9400,020,084,834490,,5016399,,5828187,5828187,5828187,5828187,,2018
40932475,F9400,010,,834490,0,8243222,0,7960820,7960820,7960820,7960820,,2018
40931636,F9400,080,,622951,,4433267,,5044462,5044462,5044462,5044462,,2018
40931636,F9400,080,642,622951,,4433267,,5044462,5044462,5044462,5044462,,2018
40931636,F9400,070,,622951,,4433267,,5044462,5044462,5044462,5044462,,2018
40931636,F9400,020,,726429,,5056733,,5784775,5784775,5784775,5784775,,2018
40931636,F9400,020,348,726429,,5056733,,5784775,5784775,5784775,5784775,,2018
40931636,F9400,010,,726429,,5056733,,5784775,5784775,5784775,5784775,,2018
40930192,F9400,080,,1568399,,,,384271,384271,384271,384271,,2018
40930192,F9400,080,440,1568399,,,,384271,384271,384271,384271,,2018
40930192,F9400,070,,1568399,,,,384271,384271,384271,384271,,2018
40930192,F9400,010,,0,,,,0,0,0,0,,2018
40753985,F9400,080,,,,254851,254851,254685,254685,254685,254685,,2018
40753985,F9400,080,804,,,254851,254851,254685,254685,254685,254685,,2018
40753985,F9400,070,,,,254851,254851,254685,254685,254685,254685,,2018
40753985,F9400,010,,,,0,0,0,0,0,0,,2018
40751756,F9400,080,,6676369,,,,,,,,,2018
40751756,F9400,080,156,6676369,,,,,,,,,2018
40751756,F9400,070,,6676369,,,,,,,,,2018
40751756,F9400,010,,0,,,,,,,,,2018
40602223,F9400,070,,0,0,0,,0,0,0,0,,2018
40602223,F9400,020,,187386,722,7351002,,7349325,7349325,7349325,7349325,,2018
40602223,F9400,020,840,,,922984,,922984,922984,922984,922984,,2018
40602223,F9400,020,642,,,19649,,19649,19649,19649,19649,,2018
40602223,F9400,020,380,,722,17,,115,115,115,115,,2018
40602223,F9400,020,250,187386,,6408352,,6406577,6406577,6406577,6406577,,2018
40602223,F9400,010,,187386,722,7351002,,7349325,7349325,7349325,7349325,,2018
40339346,F9400,090,,13144,,1679005,,1679577,1679577,1679577,1679577,,2018
40339346,F9400,090,380,13144,,1679005,,1679577,1679577,1679577,1679577,,2018
40339346,F9400,080,,2816677,,12862800,,11966060,11966060,11966060,11966060,,2018
40339346,F9400,080,804,141535,,1768146,,1909681,1909681,1909681,1909681,,2018
40339346,F9400,080,642,1412717,,8208422,,6789164,6789164,6789164,6789164,,2018
40339346,F9400,080,380,1260964,,2834795,,3214514,3214514,3214514,3214514,,2018
40339346,F9400,080,276,1461,,51437,,52701,52701,52701,52701,,2018
40339346,F9400,070,,2829821,,14541805,,13645637,13645637,13645637,13645637,,2018
40339346,F9400,030,,399002,,2245074,,2604236,2604236,2604236,2604236,,2018
40339346,F9400,030,642,,,62634,,62634,62634,62634,62634,,2018
40339346,F9400,030,380,399002,,2130057,,2489219,2489219,2489219,2489219,,2018
40339346,F9400,030,276,,,52383,,52383,52383,52383,52383,,2018
40339346,F9400,020,,15931750,,83979305,,82292086,82292086,82292086,82292086,,2018
40339346,F9400,020,756,,,532980,,439493,439493,439493,439493,,2018
40339346,F9400,020,380,15931750,,83446325,,81852593,81852593,81852593,81852593,,2018
40339346,F9400,010,,16330752,,86224379,,84896322,84896322,84896322,84896322,,2018
40141609,F9400,080,,3332410,,28161082,,23575363,23575363,23575363,23575363,,2018
40141609,F9400,080,642,1856592,,13301695,,10202355,10202355,10202355,10202355,,2018
40141609,F9400,080,250,1475818,,14859387,,13373008,13373008,13373008,13373008,,2018
40141609,F9400,070,,3332410,,28161082,,23575363,23575363,23575363,23575363,,2018
40141609,F9400,020,,1513598,,7636794,,8999144,8999144,8999144,8999144,,2018
40141609,F9400,020,642,,,2672993,,2617564,2617564,2617564,2617564,,2018
40141609,F9400,020,250,1513598,,4963801,,6381580,6381580,6381580,6381580,,2018
40141609,F9400,010,,1513598,,7636794,,8999144,8999144,8999144,8999144,,2018
40141012,F9400,080,,1923008,,14021689,,13281209,13281209,13281209,13281209,,2018
40141012,F9400,080,380,1923008,,14021689,,13281209,13281209,13281209,13281209,,2018
40141012,F9400,070,,1923008,0,14021689,,13281209,13281209,13281209,13281209,,2018
40141012,F9400,030,,76879,0,65351,,,,,,,2018
40141012,F9400,030,380,76879,0,65351,,,,,,,2018
40141012,F9400,010,,76879,0,65351,,0,0,0,0,,2018
40131628,F9400,090,,102050,,,,,,,,,2018
40131628,F9400,090,056,102050,,,,,,,,,2018
40131628,F9400,070,,102050,,,,,,,,,2018
40131628,F9400,010,,0,,,,,,,,,2018
40014681,F9400,070,,0,0,0,0,0,0,0,0,,2018
40014681,F9400,020,,0,594820,2034934,0,2212091,2212091,2212091,2212091,,2018
40014681,F9400,020,804,,,209971,,82507,82507,82507,82507,,2018
40014681,F9400,020,792,0,200072,,,180528,180528,180528,180528,,2018
40014681,F9400,020,688,,,35227,,35227,35227,35227,35227,,2018
40014681,F9400,020,643,,,486683,,338845,338845,338845,338845,,2018
40014681,F9400,020,642,,,880243,,867806,867806,867806,867806,,2018
40014681,F9400,020,616,,325355,14558,,336604,336604,336604,336604,,2018
40014681,F9400,020,440,0,69393,73844,,143580,143580,143580,143580,,2018
40014681,F9400,020,276,,,206235,,116053,116053,116053,116053,,2018
40014681,F9400,020,203,0,0,14015,,,,,,,2018
40014681,F9400,020,112,,,114158,,110941,110941,110941,110941,,2018
40014681,F9400,010,,0,594820,2034934,0,2212091,2212091,2212091,2212091,,2018
40005220,F9400,090,,1184189,,257160,,168430,168430,168430,168430,,2018
40005220,F9400,090,356,1184189,,257160,,168430,168430,168430,168430,,2018
40005220,F9400,080,,10588558,,29560298,,19576078,19576078,19576078,19576078,,2018
40005220,F9400,080,826,7013734,,1567052,,3059152,3059152,3059152,3059152,,2018
40005220,F9400,080,784,341816,,5476304,,4947635,4947635,4947635,4947635,,2018
40005220,F9400,080,356,3233008,,22516942,,11569291,11569291,11569291,11569291,,2018
40005220,F9400,070,,11772747,0,29817458,,19744508,19744508,19744508,19744508,,2018
40005220,F9400,040,,,,25508,,25571,25571,25571,25571,,2018
40005220,F9400,040,840,,,25508,,25571,25571,25571,25571,,2018
40005220,F9400,030,,2839264,,5970507,,6852155,6852155,6852155,6852155,,2018
40005220,F9400,030,826,122459,,187188,,64522,64522,64522,64522,,2018
40005220,F9400,030,784,2053373,,4768145,,5317222,5317222,5317222,5317222,,2018
40005220,F9400,030,356,663432,,1015174,,1470411,1470411,1470411,1470411,,2018
40005220,F9400,020,,3183024,583,11064166,,14138234,14138234,14138234,14138234,,2018
40005220,F9400,020,804,3183024,583,3907238,,7063942,7063942,7063942,7063942,,2018
40005220,F9400,020,616,,,7156928,,7074292,7074292,7074292,7074292,,2018
40005220,F9400,010,,6022288,583,17060181,,21015960,21015960,21015960,21015960,,2018
38612527,F9400,080,,0,0,0,0,0,0,0,0,,2018
38612527,F9400,070,,0,0,0,0,0,0,0,0,,2018
38612527,F9400,010,,0,0,0,0,0,0,0,0,,2018
37699130,F9400,070,,0,0,0,0,0,0,0,0,,2018
37699130,F9400,020,,462402,0,28946215,0,29269309,29269309,29269309,29269309,,2018
37699130,F9400,020,804,4446,,24276238,,24286322,24286322,24286322,24286322,,2018
37699130,F9400,020,724,5088,,,,4866,4866,4866,4866,,2018
37699130,F9400,020,643,13598,,1471413,,1458042,1458042,1458042,1458042,,2018
37699130,F9400,020,642,3929,,,,,,,,,2018
37699130,F9400,020,156,43309,,1900710,,1816232,1816232,1816232,1816232,,2018
37699130,F9400,020,112,392032,,1297854,,1703847,1703847,1703847,1703847,,2018
37699130,F9400,010,,462402,0,28946215,0,29269309,29269309,29269309,29269309,,2018
41160193,F9400,110,,96394,,126941,,184631,184631,184631,184631,,2018
41160193,F9400,110,528,96394,,126941,,184631,184631,184631,184631,,2018
41160193,F9400,070,,96394,,126941,,184631,184631,184631,184631,,2018
41160193,F9400,010,,0,,0,,0,0,0,0,,2018
41144159,F9400,070,,0,,0,,0,0,0,0,,2018
41144159,F9400,020,,67353,,592384,,657163,657163,657163,657163,,2018
41144159,F9400,020,040,67353,,592384,,657163,657163,657163,657163,,2018
41144159,F9400,010,,67353,,592384,,657163,657163,657163,657163,,2018
41142232,F9400,100,,0,,0,,,,,,,2018
41142232,F9400,070,,0,,0,,,,,,,2018
41142232,F9400,010,,0,,0,,,,,,,2018
40929527,F9400,090,,98579,0,,,100418,100418,100418,100418,,2018
40929527,F9400,090,643,98579,0,,,100418,100418,100418,100418,,2018
40929527,F9400,070,,98579,0,0,,100418,100418,100418,100418,,2018
40929527,F9400,020,,0,,368582,,238028,238028,238028,238028,,2018
40929527,F9400,020,643,,,368582,,238028,238028,238028,238028,,2018
40929527,F9400,010,,0,0,368582,,238028,238028,238028,238028,,2018
40918877,F9400,080,,3383786,0,1626363,0,1907397,1907397,1907397,1907397,,2018
40918877,F9400,080,804,1476389,,1604803,,,,,,,2018
40918877,F9400,080,643,1907397,,21560,,1907397,1907397,1907397,1907397,,2018
40918877,F9400,070,,3383786,0,1626363,0,1907397,1907397,1907397,1907397,,2018
40918877,F9400,020,,398007,,1039890,0,1047966,1047966,1047966,1047966,,2018
40918877,F9400,020,804,,,36877,,,,,,,2018
40918877,F9400,020,643,398007,,1003013,,1047966,1047966,1047966,1047966,,2018
40918877,F9400,010,,398007,0,1039890,0,1047966,1047966,1047966,1047966,,2018
40336980,F9400,070,,0,,0,,0,0,0,0,,2018
40336980,F9400,030,,106896,,102212,,107787,107787,107787,107787,,2018
40336980,F9400,030,616,106896,,102212,,107787,107787,107787,107787,,2018
40336980,F9400,020,,,,10078,,,,,,,2018
40336980,F9400,020,250,,,10078,,,,,,,2018
40336980,F9400,010,,106896,,112290,,107787,107787,107787,107787,,2018
40129229,F9400,080,,,,4425016,,4425016,4425016,4425016,4425016,,2018
40129229,F9400,080,804,,,985380,,985380,985380,985380,985380,,2018
40129229,F9400,080,112,,,3439636,,3439636,3439636,3439636,3439636,,2018
40129229,F9400,070,,,,4425016,,4425016,4425016,4425016,4425016,,2018
40129229,F9400,010,,,,0,,0,0,0,0,,2018
38565064,F9400,080,,20151,2052,2372946,0,2182761,2182761,2182761,2182761,,2018
38565064,F9400,080,826,20151,,2372946,,2182761,2182761,2182761,2182761,,2018
38565064,F9400,080,643,,2052,,,,,,,,2018
38565064,F9400,070,,20151,2052,2372946,0,2182761,2182761,2182761,2182761,,2018
38565064,F9400,010,,0,0,0,0,0,0,0,0,,2018
38548261,F9400,070,,,,0,,0,0,0,0,,2018
38548261,F9400,020,,,,563875,,563533,563533,563533,563533,,2018
