KEYID,SECTOR,NSTR,GR1,GR2,GR3,GR4,GR5,GR6,GR7,GR8,XFILES,ANUL
399159,F7000,400,6050745,,,,,6050745,,,,2018
399159,F7000,500,637309253,422228618,,44625565,11275350,670659468,452579215,,,2018
399159,F7000,510,45706989,27600549,,3207480,919729,47994740,28756923,,,2018
399159,F7000,520,50062109,32943981,,1225226,,51287335,34550896,,,2018
399159,F7000,530,516330312,341600833,,38627419,8249059,546708672,369939523,,,2018
399159,F7000,540,18956922,14298693,,1507571,2100554,18363939,13392321,,,2018
399159,F7000,550,6252921,5784562,,57869,6008,6304782,5939552,,,2018
399249,F7000,300,965207,,,,912077,53130,,,,2018
399249,F7000,400,7235000,,,,7235000,,,,,2018
399249,F7000,500,37095145,,,,36691045,404100,10611,,,2018
399249,F7000,510,16165300,,,,15761300,404000,10581,,,2018
399249,F7000,520,289800,,,,289800,,,,,2018
399249,F7000,530,17284578,,,,17284478,100,30,,,2018
399249,F7000,531,6000,,,,5900,100,30,,,2018
399249,F7000,540,1107054,,,,1107054,,,,,2018
399249,F7000,550,233617,,,,233617,,,,,2018
399249,F7000,560,2014796,,,,2014796,,,,,2018
399344,F7000,300,1206789,,,,330163,876626,,,,2018
399344,F7000,500,15664468,14585975,,732587,334648,16062407,15112137,,,2018
399344,F7000,510,5634084,5634084,,,,5634084,5634084,,,2018
399344,F7000,520,821898,821898,,,,821898,821898,,,2018
399344,F7000,530,7854362,7001442,,732587,334648,8252301,7445893,,,2018
399344,F7000,540,312870,312870,,,,312870,312870,,,2018
399344,F7000,590,1041254,815681,,,,1041254,897392,,,2018
399442,F7000,400,269058,,,,269058,,,,,2018
399442,F7000,500,1369548,144860,,,1369548,,,,,2018
399442,F7000,510,1078424,,,,1078424,,,,,2018
399442,F7000,520,286032,139768,,,286032,,,,,2018
399442,F7000,550,5092,5092,,,5092,,,,,2018
399893,F7000,200,21634,14927,,15247,3250,33631,12979,,,2018
399893,F7000,210,7533,1107,,,,7533,1870,,,2018
399893,F7000,220,6809,6528,,7747,3250,11306,3817,,,2018
399893,F7000,230,7292,7292,,,,7292,7292,,,2018
399893,F7000,300,,,,8308,8308,,,,,2018
399893,F7000,400,219105,,,,,219105,,,,2018
399893,F7000,500,3732709,1653116,,96807,9373,3820143,1851415,,,2018
399893,F7000,510,2304543,1008805,,25266,,2329809,1083112,,,2018
399893,F7000,530,190511,176058,,,,190511,178975,,,2018
399893,F7000,540,823802,219039,,,,823802,302361,,,2018
399893,F7000,590,413853,249214,,71541,9373,476021,286967,,,2018
399893,F7000,700,2917815,94594,,,,2917815,199309,,,2018
410991,F7000,300,206984,,,,,206984,,,,2018
410991,F7000,500,9721491,7934071,,,,9721491,7934071,,,2018
410991,F7000,510,3264014,2271683,,,,3264014,2271683,,,2018
410991,F7000,520,6445075,5662388,,,,6445075,5662388,,,2018
410991,F7000,530,12402,,,,,12402,,,,2018
411016,F7000,100,9488,,,,,9488,1159,,,2018
411016,F7000,200,77191,67703,9488,,,77191,68862,8329,,2018
411016,F7000,210,2088,2088,,,,2088,2088,,,2018
411016,F7000,220,355,355,,,,355,355,,,2018
411016,F7000,230,32880,29167,3713,,,32880,29703,3176,,2018
411016,F7000,300,9666608,,,,,9666608,,,,2018
411016,F7000,500,27258802,15638558,,,,27258802,15931110,,,2018
411016,F7000,510,5959461,3565013,,,,5959461,3610426,,,2018
411016,F7000,520,1829510,424946,,,,1829510,450352,,,2018
411016,F7000,530,16571749,10088525,,,,16571749,10156009,,,2018
411016,F7000,540,1918964,772724,,,,1918964,866419,,,2018
411016,F7000,590,979118,787350,,,,979118,847904,,,2018
411022,F7000,200,125576,,,,,125576,,,,2018
411022,F7000,300,3775250,,,,,3775250,,,,2018
411022,F7000,400,11078526,,,,,11078526,,,,2018
411022,F7000,500,54486212,16872890,,,,54486212,16872890,,,2018
411022,F7000,510,37631575,7685982,,,,37631575,7685982,,,2018
411022,F7000,520,3795254,1361249,,,,3795254,1361249,,,2018
411022,F7000,530,11150088,6441730,,,,11150088,6441730,,,2018
411022,F7000,540,1538837,1111817,,,,1538837,1111817,,,2018
411022,F7000,570,370458,272112,,,,370458,272112,,,2018
411074,F7000,200,1238277,596869,,129227,841,1366663,772038,,,2018
411074,F7000,210,56107,10086,,916,841,56182,14258,,,2018
411074,F7000,220,6500,934,,,,6500,1990,,,2018
411074,F7000,230,158336,90957,,2879,,161215,108538,,,2018
411074,F7000,300,7996497,,,43426841,42369457,9053881,,,,2018
411074,F7000,400,30435443,,,16892,,30452335,,,,2018
411074,F7000,500,411205751,235275911,,29620331,4218675,436607407,257536151,,,2018
411074,F7000,510,73355270,29929982,,425676,75184,73705762,32996589,,,2018
411074,F7000,520,13620785,9560099,,,316415,13304370,9672546,,,2018
411074,F7000,530,305489306,184570568,,24166285,2019539,327636052,202137717,,,2018
411074,F7000,540,15234571,9912568,,4428825,682982,18980414,11241593,,,2018
411074,F7000,550,1100343,253772,,75477,,1175820,449524,,,2018
411074,F7000,570,1218930,369159,,,771153,447777,178410,,,2018
411074,F7000,590,1186546,679763,,524068,353402,1357212,859772,,,2018
411074,F7000,700,2711278,311576,,,,2711278,415434,,,2018
411536,F7000,400,2521607,,,,,2521607,,,,2018
411536,F7000,500,12625314,2188545,,,93405,12531909,2390471,,,2018
411536,F7000,510,8262410,856873,,,,8262410,980596,,,2018
411536,F7000,520,2112504,58981,,,,2112504,73726,,,2018
411536,F7000,530,2137200,1165671,,,93405,2043795,1232962,,,2018
411536,F7000,540,103200,99187,,,,103200,99187,,,2018
411536,F7000,590,10000,7833,,,,10000,4000,,,2018
411571,F7000,500,11156680,10030880,,,,11156680,10032297,,,2018
411571,F7000,510,5384182,4857181,,,,5384182,4857181,,,2018
411571,F7000,520,5766710,5167911,,,,5766710,5169328,,,2018
411571,F7000,540,5788,5788,,,,5788,5788,,,2018
411631,F7000,400,179472,,,,,179472,,,,2018
411631,F7000,500,26269952,14933605,,27733,17000,26280685,14981044,,,2018
411631,F7000,510,23539869,13875499,,27733,,23567602,13938763,,,2018
411631,F7000,520,1843622,692424,,,,1843622,692424,,,2018
411631,F7000,530,332861,109992,,,,332861,109992,,,2018
411631,F7000,540,553600,255690,,,17000,536600,239865,,,2018
415669,F7000,200,1566907,1411049,,9722,35281,1541348,1421388,,,2018
415669,F7000,210,588544,443601,,9722,35281,562985,444699,,,2018
415669,F7000,220,19537,13032,,,,19537,19537,,,2018
415669,F7000,230,392031,392031,,,,392031,392031,,,2018
415669,F7000,300,512077,,,50344,50344,512077,,,,2018
415669,F7000,500,79895030,66282889,,50344,49200,79896174,68793827,,,2018
415669,F7000,510,40013856,31091831,,,,40013856,31925033,,,2018
415669,F7000,520,14638727,12543664,,,,14638727,12803931,,,2018
415669,F7000,530,22781183,20327511,,50344,49200,22782327,21695422,,,2018
415669,F7000,531,,,,8302,,8302,,,,2018
415669,F7000,540,1276028,1262964,,,,1276028,1276028,,,2018
415669,F7000,550,1185236,1056919,,,,1185236,1093413,,,2018
415675,F7000,100,96835,,,1,,96836,,,,2018
415675,F7000,200,668310,379434,,6973,,675283,438376,,,2018
415675,F7000,210,619596,354209,,,,619596,406767,,,2018
415675,F7000,220,18768,18768,,,,18768,18768,,,2018
415675,F7000,230,29946,6457,,6973,,36919,12841,,,2018
415675,F7000,300,8381880,,3961796,972990,2218750,7136120,,2685684,,2018
415675,F7000,400,14843402,,7213241,,4656858,10186544,,4817402,,2018
415675,F7000,500,119899058,47509539,27500672,403022,32843923,87458157,35754190,20916376,,2018
415675,F7000,510,53710785,11004054,13036501,191628,14415507,39486906,8964076,9310225,,2018
415675,F7000,520,18484381,8137308,5391016,421,636739,17848063,8246962,5269517,,2018
415675,F7000,530,43064454,24693774,8630359,56353,16962923,26157884,15380736,5957118,,2018
415675,F7000,531,412106,363257,,,29802,382304,361625,,,2018
415675,F7000,540,3008340,2282087,302182,126135,235677,2898798,2242120,294663,,2018
415675,F7000,590,1631098,1392316,140614,28485,593077,1066506,920296,84853,,2018
415681,F7000,200,134698,134030,,,,134698,134600,,,2018
415681,F7000,230,134698,134030,,,,134698,134600,,,2018
415681,F7000,300,572461,,,,,572461,,,,2018
415681,F7000,400,942049,,,,,942049,,,,2018
415681,F7000,500,27328763,15142094,,,21550,27307213,15920872,,,2018
415681,F7000,510,24196793,13831233,,,,24196793,14636363,,,2018
415681,F7000,530,1717371,895430,,,,1717371,716473,,,2018
415681,F7000,540,1414599,415431,,,21550,1393049,568036,,,2018
415824,F7000,200,92679,26438,,109170,83737,118112,47167,,,2018
415824,F7000,220,45248,14461,,52585,26585,71248,27690,,,2018
415824,F7000,230,35917,5387,,56585,52585,39917,14417,,,2018
415824,F7000,300,2117892,,,1356050,1294501,2179441,,,,2018
415824,F7000,400,35351,,,,,35351,,,,2018
415824,F7000,500,97049543,76751825,,2093419,45500,99097462,77952874,,,2018
415824,F7000,510,48682502,30617489,,1150190,,49832692,31411575,,,2018
415824,F7000,520,4521064,4509862,,109939,,4631003,4532395,,,2018
415824,F7000,530,25985214,24823043,,34777,,26019991,25029811,,,2018
415824,F7000,540,2100285,1421022,,338378,,2438663,1572024,,,2018
415824,F7000,590,15760478,15380409,,460135,45500,16175113,15407069,,,2018
415876,F7000,100,77620,,,18462,69139,26943,,,,2018
415876,F7000,200,650492,471167,,60478,,710970,506756,,,2018
415876,F7000,210,522729,361958,,22973,,545702,388706,,,2018
415876,F7000,220,2545,2545,,,,2545,2545,,,2018
415876,F7000,230,51892,48432,,,,51892,51892,,,2018
415876,F7000,300,10253,,,9287074,9171911,125416,,,,2018
415876,F7000,400,95668,,,,,95668,,,,2018
415876,F7000,500,44963144,33600466,,9309010,155150,54117004,34214581,0,,2018
415876,F7000,510,15791056,8114150,,2110082,,17901138,8376336,,,2018
415876,F7000,520,1339617,1011478,,648595,,1988212,1028243,,,2018
415876,F7000,530,26463952,23481037,,6489404,155150,32798206,23712080,,,2018
415876,F7000,531,337051,293750,,35497,,372548,319815,,,2018
415876,F7000,540,325256,249695,,,,325256,275208,,,2018
415876,F7000,550,5793,1609,,30000,,35793,5575,0,,2018
415876,F7000,590,1037470,742497,,30929,,1068399,817139,,,2018
415907,F7000,100,19435,18455,,,,19435,18455,,,2018
415907,F7000,300,955364,,,,,955364,,,,2018
415907,F7000,400,33171,,,,,33171,,,,2018
415907,F7000,500,9514888,4606259,,,444682,9070206,4340554,,,2018
415907,F7000,510,3332100,932210,,,,3332100,963007,,,2018
415907,F7000,520,1067518,258258,,,,1067518,260560,,,2018
415907,F7000,530,4478477,2940399,,,407742,4070735,2669862,,,2018
415907,F7000,540,249036,220510,,,36940,212096,192019,,,2018
415907,F7000,590,387757,254882,,,,387757,255106,,,2018
415965,F7000,200,530227,446591,,,,530227,466611,0,,2018
415965,F7000,210,349889,266253,,,,349889,286273,,,2018
415965,F7000,230,180338,180338,,,,180338,180338,0,,2018
415965,F7000,300,2151360,,,3285964,1871263,3566061,,,,2018
415965,F7000,400,328591,,,5243670,,5572261,,,,2018
415965,F7000,500,80770394,53388720,,2653513,729713,82694194,55627118,0,,2018
415965,F7000,510,15008651,6484075,,,,15008651,6698915,,,2018
415965,F7000,520,3508193,1615386,,862448,59186,4311455,1670649,,,2018
415965,F7000,530,31019573,18865605,,1415455,622368,31812660,20313378,,,2018
415965,F7000,531,478607,390666,,,,478607,390666,,,2018
415965,F7000,540,4295351,2428137,,2698,,4298049,2783372,,,2018
415965,F7000,590,26938626,23995517,,372912,48159,27263379,24160804,,,2018
416226,F7000,200,306448,118169,,,,306448,147017,,,2018
416226,F7000,210,23955,1621,,,,23955,2220,,,2018
416226,F7000,230,282493,116546,,,,282493,144797,,,2018
416226,F7000,300,4995392,,,11540556,5739035,10796913,,,,2018
416226,F7000,400,4661773,,,,,4661773,,,,2018
416226,F7000,500,177659382,98160521,,88067801,857887,264869296,109312959,,,2018
416226,F7000,510,83185967,29686664,,38390680,,121576647,35057303,,,2018
416226,F7000,520,58830664,42132221,,27677380,230438,86277606,45635883,,,2018
416226,F7000,530,32160277,23393814,,20188919,523143,51826053,25660638,,,2018
416226,F7000,540,2259961,1921263,,1153182,90706,3322437,1869096,,,2018
416226,F7000,590,1222513,1026559,,657640,13600,1866553,1090039,,,2018
416261,F7000,200,121551,121551,,,,121551,121551,,,2018
416261,F7000,210,75644,75644,,,,75644,75644,,,2018
416261,F7000,220,45907,45907,,,,45907,45907,,,2018
416261,F7000,300,1673481,,,934686,2087586,520581,,,,2018
416261,F7000,400,548244,,,,,548244,,,,2018
416261,F7000,500,20830531,12821911,,2068812,179584,22719759,13655765,,,2018
416261,F7000,510,2712155,2231972,,,,2712155,2315194,,,2018
416261,F7000,520,1630791,96645,,,,1630791,146068,,,2018
416261,F7000,530,14457054,9299487,,1122712,17202,15562564,9786686,,,2018
416261,F7000,540,1978878,1184010,,92083,95740,1975221,1393678,,,2018
416261,F7000,550,,,,36115,,36115,,,,2018
416261,F7000,590,51653,9797,,817902,66642,802913,14139,,,2018
416686,F7000,200,18049,27,,,,18049,27,,,2018
416686,F7000,210,18049,27,,,,18049,27,,,2018
416686,F7000,300,67853,,,50017,25717,92153,,,,2018
416686,F7000,400,74811,,,722379,56441,740749,,,,2018
416686,F7000,500,3498257,1081401,,8717,672913,2834061,653894,,,2018
416686,F7000,510,2930270,623126,,,438767,2491503,389586,,,2018
416686,F7000,530,478519,381220,,8717,200774,286462,214261,,,2018
416686,F7000,531,52437,50388,,,39117,13320,12494,,,2018
416686,F7000,540,16500,16351,,,,16500,16500,,,2018
416686,F7000,590,72968,60704,,,33372,39596,33547,,,2018
417378,F7000,200,3250,2890,,,,3250,3250,,,2018
417378,F7000,220,3250,2890,,,,3250,3250,,,2018
417378,F7000,400,171674,,,,,171674,,,,2018
417378,F7000,500,8409325,5202598,,,,8409325,5352468,,,2018
417378,F7000,510,2453514,1628311,,,,2453514,1667861,,,2018
417378,F7000,520,497642,427912,,,,497642,435412,,,2018
417378,F7000,530,472361,420265,,,,472361,428830,,,2018
417378,F7000,540,4985808,2726110,,,,4985808,2820365,,,2018
458897,F7000,200,18113945,3567823,,,917,18113028,4102464,,,2018
458897,F7000,300,5232912,,,5710681,4571069,6372524,,,,2018
458897,F7000,400,20572149,,,,,20572149,,,,2018
458897,F7000,500,116039564,27386632,,3764488,1481649,118322403,31650782,,,2018
458897,F7000,510,60026881,5030563,,193878,,60220759,5934413,,,2018
458897,F7000,520,2175227,877773,,,94455,2080772,827998,,,2018
458897,F7000,530,50481680,18366440,,2061986,1115386,51428280,21880520,,,2018
458897,F7000,531,0,0,,,,,,,,2018
458897,F7000,540,3076991,2866174,,1490184,253282,4313893,2774361,,,2018
458897,F7000,550,278785,245682,,18440,18526,278699,233490,,,2018
459052,F7000,200,141898,74350,,,,141898,103930,,,2018
459052,F7000,230,141898,74350,,,,141898,103930,,,2018
459052,F7000,300,1115740,,,5014532,4799214,1331058,,,,2018
459052,F7000,400,148791,,,,,148791,,,,2018
459052,F7000,500,210525999,134202462,,4443214,1263444,213705769,146263601,,,2018
459052,F7000,510,42724106,17020594,,510614,,43234720,18578028,,,2018
459052,F7000,520,4773860,2676159,,,,4773860,2896104,,,2018
459052,F7000,530,146073466,105220710,,3424600,575955,148922111,113621881,,,2018
459052,F7000,531,736698,607852,,,25449,711249,617536,,,2018
459052,F7000,540,15620397,8219869,,508000,682426,15445971,10018095,,,2018
459052,F7000,590,1334170,1065130,,,5063,1329107,1149493,,,2018
459112,F7000,200,31006,31006,,,,31006,31006,,,2018
459112,F7000,230,31006,31006,,,,31006,31006,,,2018
459112,F7000,300,101754,,,,,101754,,,,2018
459112,F7000,500,11626751,8885392,,74223,,11700974,9103359,,,2018
459112,F7000,510,3929932,2766242,,,,3929932,2831143,,,2018
459112,F7000,520,969246,779554,,74223,,1043469,791725,,,2018
459112,F7000,530,6251852,4891895,,,,6251852,5028745,,,2018
459112,F7000,540,442647,438323,,,,442647,442368,,,2018
459112,F7000,580,33074,9378,,,,33074,9378,,,2018
459135,F7000,200,7650,5619,,,,7650,6025,,,2018
459135,F7000,220,3250,1219,,,,3250,1625,,,2018
459135,F7000,230,4400,4400,,,,4400,4400,,,2018
459135,F7000,300,540752,,,1927388,2246859,221281,,,,2018
459135,F7000,400,220402,,,,,220402,,,,2018
459135,F7000,500,69099829,28153218,,8168911,8758034,68510706,29728116,,,2018
459135,F7000,510,6246017,1435066,,1030992,,7277009,1630210,,,2018
459135,F7000,520,1206730,652799,,,,1206730,686773,,,2018
459135,F7000,530,4656031,3027968,,287196,,4943227,3373914,,,2018
459135,F7000,531,23267,,,,,23267,,,,2018
459135,F7000,540,50953561,21987108,,6839523,2809279,54983805,23962075,,,2018
459135,F7000,570,5948755,981586,,,5948755,,,,,2018
459135,F7000,590,88735,68691,,11200,,99935,75144,,,2018
478374,F7000,300,134006,,,12500,,146506,,,,2018
478374,F7000,500,9254993,5612913,,,,9254993,5755596,,,2018
478374,F7000,510,714307,631498,,,,714307,645423,,,2018
478374,F7000,520,7722433,4289100,,,,7722433,4405339,,,2018
478374,F7000,530,532496,406558,,,,532496,419077,,,2018
478374,F7000,540,285757,285757,,,,285757,285757,,,2018
478397,F7000,200,6250,6250,,12669,,18919,8009,,,2018
478397,F7000,300,,,,228298,,228298,,,,2018
478397,F7000,400,1545531,,,,,1545531,,,,2018
478397,F7000,500,20194252,7251548,,1174998,581594,20787656,7827016,,,2018
478397,F7000,510,11732278,3684561,,341730,106671,11967337,3978997,,,2018
478397,F7000,520,3748712,1015300,,20000,,3768712,1165859,,,2018
478397,F7000,530,3459114,2325337,,257262,139642,3576734,2427187,,,2018
478397,F7000,531,27959,,,28222,,56181,,,,2018
478397,F7000,540,1254148,226350,,556006,335281,1474873,254973,,,2018
478405,F7000,300,415763,,,,,415763,,,,2018
478405,F7000,500,1153924,495173,,,,1153924,495173,,,2018
478405,F7000,510,109110,28609,,,,109110,28609,,,2018
478405,F7000,520,946966,373283,,,,946966,373283,,,2018
478405,F7000,540,97848,93281,,,,97848,93281,,,2018
478411,F7000,300,18090,,,,,18090,,,,2018
478411,F7000,400,297301,,,,,297301,,,,2018
478411,F7000,500,17361317,5471237,,123789,531636,16953470,5671750,,,2018
478411,F7000,510,1539145,316029,,1369,,1540514,327382,,,2018
478411,F7000,520,12062447,2827137,,,83778,11978669,2955611,,,2018
478411,F7000,530,2974229,2147697,,,,2974229,2201971,,,2018
478411,F7000,540,180374,180374,,,,180374,180374,,,2018
478411,F7000,550,,,,122420,,122420,2040,,,2018
478411,F7000,570,605122,,,,447858,157264,4372,,,2018
478411,F7000,700,586494,45356,,210574,,797068,60491,,,2018
478463,F7000,300,39409,,,,,39409,,,,2018
478463,F7000,400,236395,,,,,236395,,,,2018
478463,F7000,500,5252221,4479219,,,,5252221,4491619,,,2018
478463,F7000,510,744884,596294,,,,744884,596294,,,2018
478463,F7000,520,3404887,2906698,,,,3404887,2919098,,,2018
478463,F7000,530,920667,864576,,,,920667,864576,,,2018
478463,F7000,540,128763,103175,,,,128763,103175,,,2018
478463,F7000,590,53020,8476,,,,53020,8476,,,2018
478474,F7000,500,1610248,895483,,,,1610248,895483,,,2018
478474,F7000,510,77747,26738,,,,77747,26738,,,2018
478474,F7000,520,1292157,774379,,,,1292157,774379,,,2018
478474,F7000,530,167282,54380,,,,167282,54380,,,2018
478474,F7000,531,1958,356,,,,1958,356,,,2018
478474,F7000,540,73062,39986,,,,73062,39986,,,2018
479238,F7000,100,,,,1783,,1783,,,,2018
479238,F7000,200,62911,44420,,,4500,58411,44420,,,2018
479238,F7000,210,2983,651,,,,2983,651,,,2018
479238,F7000,220,3250,3250,,,,3250,3250,,,2018
479238,F7000,230,56678,40519,,,4500,52178,40519,,,2018
479238,F7000,300,,,,572770,572073,697,,,,2018
479238,F7000,400,6134028,,,,,6134028,,,,2018
479238,F7000,500,22163651,9837688,,294876,382112,22076415,9807635,,,2018
479238,F7000,510,15020830,5079502,,57547,,15078377,5109679,,,2018
479238,F7000,520,1891740,1114227,,,,1891740,1121294,,,2018
479238,F7000,530,5114308,3521879,,66420,326549,4854179,3488746,,,2018
479238,F7000,531,15094,14994,,,,15094,14994,,,2018
479238,F7000,540,110423,100056,,170909,55563,225769,65893,,,2018
479238,F7000,590,26350,22024,,,,26350,22023,,,2018
479238,F7000,700,91578,77942,,,,91578,82088,,,2018
481028,F7000,100,1361654,,,88692,1418303,32043,,,,2018
481028,F7000,200,800363,645764,,230242,416775,613830,499280,,,2018
481028,F7000,210,36553,24874,,,,36553,28631,,,2018
481028,F7000,220,4207,2929,,,449,3758,3277,,,2018
481028,F7000,230,759603,222178,,230242,416326,573519,467372,,,2018
481028,F7000,300,105697190,,,81789243,134190627,53295806,,,,2018
481028,F7000,400,19776,,,,,19776,,,,2018
481028,F7000,500,142456873,53454275,,74916434,1171126,216202181,56245264,,,2018
481028,F7000,510,106696816,37848401,,20091462,,126788278,39398907,,,2018
